index,original_text,text,category,quarter,ground_truth
24356,Obviously Ted is working for Russia and trying to convert trumpsters to a Russian America. Preparing? What did they used to do with traitors,obviously ted is working for russia and trying to convert trumpsters to a russian america preparing what did they used to do with traitors,us_capitol,Q2_2021,0
24357,Why is it that all the white husband's at a get together are trumpsters?,why is it that all the white husbands at a get together are trumpsters,us_capitol,Q2_2021,0
24378,Name the MOST UNQUALIFIED people in DC elected by stupid trumpsters. I'll start: #Tuberville #Boebert #MajorieTaylorGreene,name the most unqualified people in dc elected by stupid trumpsters ill start,us_capitol,Q2_2021,1
24382,With the exception of Clarence Thomas we know that the 'justices' do not seek justice but are full on political. GOP has had too many run for election as Trumpsters only to get into office &amp; show their true colors (the yellow streak down the back is a clue!),with the exception of clarence thomas we know that the justices do not seek justice but are full on political gop has had too many run for election as trumpsters only to get into office  show their true colors the yellow streak down the back is a clue,us_capitol,Q2_2021,1
24383,"#Covid19, #digitalcratedigging, #djmixes, #matrixarchitect, #newnormal, #poetry, #SaturdayAfternoon, #SaturdayMorning, #TrumpInsurrection Oh Yes! We re Back With This! (Part Ten)",digitalcratedigging djmixes matrixarchitect newnormal poetry saturdayafternoon saturdaymorning trumpinsurrection oh yes we re back with this part ten,us_capitol,Q2_2021,0
24384,"SO-Guy steals sons mail in ballot to vote for trump, as ALL MAIL IN FRAUD VOTERS VOTED FRAUDENTLY FOR trump. Quit your complaining. YOU are the FRAUDS. trumpsters are the FRAUD VOTERS. Show otherwise.",soguy steals sons mail in ballot to vote for trump as all mail in fraud voters voted fraudently for trump quit your complaining you are the frauds trumpsters are the fraud voters show otherwise,us_capitol,Q2_2021,0
24390,They do! That's WHY #MAGAmorons have been bullying people out of wearing masks and getting vaccine shots even now! It's part of their whole germ warfare campaign!,they do thats why magamorons have been bullying people out of wearing masks and getting vaccine shots even now its part of their whole germ warfare caign,us_capitol,Q2_2021,1
24391,Sorry no empathy for this guy. Good riddance if he was a supporter of #GOPFascism #TrumpIsACriminal,sorry no empathy for this guy good riddance if he was a supporter of,us_capitol,Q2_2021,0
24397,"Elected Trumpsters, Are throwing Ma &amp; Pa off the Cliff. Before Worshipping Trump45 and his Pedophiles. Evil. Republicans are more than happy to throw their relatives under the bus when it comes to proving their support for Donald Trump.",elected trumpsters are throwing ma  pa off the cliff before worshipping trump45 and his pedophiles evil republicans are more than happy to throw their relatives under the bus when it comes to proving their support for donald trump,us_capitol,Q2_2021,1
24400,Omg it's about damn time! #rudygiuliani #thursdayvibes #TrumpIsACriminal,omg its about damn time,us_capitol,Q2_2021,0
24420,I have to wonder why Gov. Abbot can't stand up to NRA. Ercot and Trumpsters. Anyone have any ideas?,i have to wonder why gov abbot cant stand up to nra ercot and trumpsters anyone have any ideas,us_capitol,Q2_2021,0
24421,Trumpsters at it again,trumpsters at it again,us_capitol,Q2_2021,0
24422,#RepublicanPedos #Gop will allow your children to be killed by illegal guns and molested by #GOPSeditiousTraitors #GOPSeditionCaucus #MAGA #Trumpsters #RepublicanShitbags #RepublicanPedoswagthedog #RepublicansAreTheProblem #RepublicansHateDemocracy #RepubliKKKantChildMolesters,will allow your children to be killed by illegal guns and molested by,us_capitol,Q2_2021,0
24424,"94-1 is damning! And telling the 1: ""You're an asshat!"" #ProsecuteHawley #TrumpInsurrection #AttackingAmerica",941 is damning and telling the 1 youre an asshat,us_capitol,Q2_2021,1
24425,Weighing the autocratic rule versus civil war scenario. #CivilWar2 #CivilWarComing #CivilWar #TrumpIsACompleteFailure #TrumpIsACriminal #TrumpIsANationalDisgrace #TrumpCoupPlot,weighing the autocratic rule versus civil war scenario,us_capitol,Q2_2021,0
24430,TED CRUZ IS A CORUPT NAZIE HITLER GOP REPUBLICAN TRUMPSTERS SCUMBAG.,ted cruz is a corupt nazie hitler gop republican trumpsters scumbag,us_capitol,Q2_2021,1
24431,Appears walls may be closing in.... #TrumpCrimeFamily #LockThemUp Report: Trump Organization CFO could face charges as soon as this summer,appears walls may be closing in report trump organization cfo could face charges as soon as this summer,us_capitol,Q2_2021,0
24432,"Confession: I was never really a Stallone fan to begin with, never really made a point to see his movies. It s amazing and reaffirming that I don t have much attachment to MAGA dumbasses. #MAGAMORONS",confession i was never really a stallone fan to begin with never really made a point to see his movies it s amazing and reaffirming that i don t have much attachment to maga dumbasses,us_capitol,Q2_2021,1
24439,Just a plain FUCK YOU #TrumpCult #TrumpCrimeFamily #TrumpInsurrection,just a plain fuck you,us_capitol,Q2_2021,0
24440,trumpsters have a hard time keeping their mouths shut. !,trumpsters have a hard time keeping their mouths shut,us_capitol,Q2_2021,0
24443,There had better be. Or our republic is lost. #TrumpInsurrection,there had better be or our republic is lost,us_capitol,Q2_2021,0
24450,"#Delagado, #housemusic, #jazzdance, #LeandroDi, #LowSteppa, #MattMclarrie, #MAWI, #NumberEleven, #ODogDayParty, #PhazeDee, #poetry, #Qubiko, #resurrectionsunday, #sundayjazz, #TrumpInsurrection Deep House Mix | This Is Deep House Vol. 7 Mix",housemusic jazzdance leandrodi lowsteppa mattmclarrie mawi numbereleven odogdayparty phazedee poetry qubiko resurrectionsunday sundayjazz trumpinsurrection deep house mix  this is deep house vol 7 mix,us_capitol,Q2_2021,0
24454,No one with that much power should be allowed to buy stocks! #CorruptPoliticians #LockThemUp,no one with that much power should be allowed to buy stocks,us_capitol,Q2_2021,0
24458,"New Podcast! ""The GOP's Top Three Deplorables"" on @Spreaker #2020electionbiglie #attorneygen_williampbarr #gopinsurrection #senlindseygraham #senmitchmcconnell #trumpsbiglie #trumpinsurrection",new podcast the gops top three deplorables on,us_capitol,Q2_2021,0
24463,"2 female trumpsters, pure evil @mtgreenee and @laurenboebert",2 female trumpsters pure evil and,us_capitol,Q2_2021,1
24464,"Remember, America, when the #TeabagTerrorists in the #NaziGOPKKK come for you and your family, this cowardice will be the #Conservative #FailedAgenda response. #PutinsPuppets #LockThemUp",remember america when the teabagterrorists in the nazigopkkk come for you and your family this cowardice will be the response,us_capitol,Q2_2021,1
24465,Y all clutching your pearls...why? The #SeditionCaucus that calls themselves the @SenateGOP is on brand about this commission. But there s nothing stopping them from being prosecuted as criminals. So let s get that done and get back to governing. #LockThemUp,y all clutching your pearlswhy the seditioncaucus that calls themselves the is on brand about this commission but there s nothing stopping them from being prosecuted as criminals so let s get that done and get back to governing,us_capitol,Q2_2021,0
24467,We can only hope for the worse #MAGAidiots #TrumpRally #Karma #MAGATerrorists Braindead bottom feeder cult followers,we can only hope for the worse braindead bottom feeder cult followers,us_capitol,Q2_2021,0
24470,Are you trying to tell @JoeBiden that it his responsibility increase @FoxNews morning ratings? #AmericaFirst #Trump #Trump2024 #TrumpIsTrash #TrumpIsACriminal #TrumpIsALaughingStock #TrumpIsGuilty @TerriJDunkley @KenWebsterII @Seamus692 @tenth_virtue @OneEyeBlackJack @GDX1776,are you trying to tell that it his responsibility increase morning ratings,us_capitol,Q2_2021,0
24476,"Interesting to see the traitorous, insurectionist Rethuglicans entering the House chamber rather than a jail cell.. #LockThemUp",interesting to see the traitorous insurectionist rethuglicans entering the house chamber rather than a jail cell,us_capitol,Q2_2021,1
24477,There s more alarming evidence daily that Nazis &amp; violent insurrectionists remain deeply embedded throughout national and state Republican organizations. #LockThemUp @SenMastriano @PAGOP #criminals #TraitorsMustGo,there s more alarming evidence daily that nazis  violent insurrectionists remain deeply embedded throughout national and state republican organizations,us_capitol,Q2_2021,1
24478,Trumpsters ARE The SWAMP.,trumpsters are the sw,us_capitol,Q2_2021,0
24482,It was easy to foresee that the innate cruelty and selfishness of Trumpsters would eventually set them at odds with one another; it's a joy to see their impending dissolution.,it was easy to foresee that the innate cruelty and selfishness of trumpsters would eventually set them at odds with one another its a joy to see their impending dissolution,us_capitol,Q2_2021,1
24501,#DonaldTrump leader of MAGATerrorists who coordinated &amp; executed the #TrumpInsurrection MUST face jail time. If tRUMP the monster doesn t go to jail for his vast number of crime then release every damn prisoner #USAInjusticeSystem #TrumpRussia #TrumpColluded #G7 #GenevaSummit2021,leader of magaterrorists who coordinated  executed the trumpinsurrection must face jail time if trump the monster doesn t go to jail for his vast number of crime then release every damn prisoner,us_capitol,Q2_2021,1
24522,And that Mitch McConnell wife /Secretary of Transportation also committed crimes! Get em DOJ..NO ONE IS ABOVE THE LAW!!! #LockThemUp,and that mitch mcconnell wife secretary of transportation also committed crimes get em dojno one is above the law,us_capitol,Q2_2021,0
24529,SVU is trashing the Trumpsters!!!!!! Lol,svu is trashing the trumpsters lol,us_capitol,Q2_2021,0
24533,Not #Antifa or #BlackLivesMatter. Brendan Hunt a REPUBLICAN found guilty of threatening to assault or murder members of Congress. #TrumpInsurrection #Ja,not antifa or blacklivesmatter brendan hunt a republican found guilty of threatening to assault or murder members of congress,us_capitol,Q2_2021,0
